Year,Party,Candidate,State,Vote,Total,RelativeVote,PercentVote,Winner,PresidentElect,PredictiveOfWinner
1940,DEM,FDR,Kentucky,557322,970163,0.927404993,0.57446223,1,FDR,1
1940,REP,WendellW,Kentucky,410384,970163,0.927404993,0.423005206,0,FDR,
1940,DEM,FDR,Louisian,319751,372305,0.415383139,0.858841541,1,FDR,1
1940,REP,WendellW,Louisian,52446,372305,0.415383139,0.140868374,0,FDR,
1940,DEM,FDR,Maine,156478,320840,0.841611559,0.487713502,0,FDR,0
1940,REP,WendellW,Maine,163951,320840,0.841611559,0.511005486,1,FDR,
1940,DEM,FDR,Maryland,384546,660117,0.591260568,0.582542186,1,FDR,1
1940,REP,WendellW,Maryland,269534,660117,0.591260568,0.408312466,0,FDR,
1940,DEM,FDR,Massachu,1076522,2026993,0.864463805,0.531093102,1,FDR,1
1940,REP,WendellW,Massachu,939700,2026993,0.864463805,0.463593116,0,FDR,
1940,DEM,FDR,Michigan,1032991,2085929,0.651221535,0.495218677,0,FDR,0
1940,REP,WendellW,Michigan,1039917,2085929,0.651221535,0.49853902,1,FDR,
1940,DEM,FDR,Minnesot,644196,1251188,0.804900988,0.51486747,1,FDR,1
1940,REP,WendellW,Minnesot,596274,1251188,0.804900988,0.476566271,0,FDR,
1940,DEM,FDR,Mississi,168267,175824,0.429734129,0.95701952,1,FDR,1
1940,REP,WendellW,Mississi,7364,175824,0.429734129,0.041882792,0,FDR,
1940,DEM,FDR,Missouri,958476,1833729,1.008718952,0.522692284,1,FDR,1
1940,REP,WendellW,Missouri,871009,1833729,1.008718952,0.474993306,0,FDR,
1940,DEM,FDR,Montana,145698,247873,0.889619852,0.587792942,1,FDR,1
1940,REP,WendellW,Montana,99579,247873,0.889619852,0.401733953,0,FDR,
1940,DEM,FDR,Nebraska,263677,615878,1.054307597,0.42813187,0,FDR,0
1940,REP,WendellW,Nebraska,352201,615878,1.054307597,0.57186813,1,FDR,
1940,DEM,FDR,Nevada,31945,53174,0.392622182,0.600763531,1,FDR,1
1940,REP,WendellW,Nevada,21229,53174,0.392622182,0.399236469,0,FDR,
1940,DEM,FDR,NewHamps,125292,235419,0.817163208,0.53220853,1,FDR,1
1940,REP,WendellW,NewHamps,110127,235419,0.817163208,0.46779147,0,FDR,
1940,DEM,FDR,NewJerse,1016808,1972552,0.692908805,0.515478426,1,FDR,1
1940,REP,WendellW,NewJerse,945475,1972552,0.692908805,0.479315628,0,FDR,
1940,DEM,FDR,NewMexic,103699,183258,0.559369992,0.565863428,1,FDR,1
1940,REP,WendellW,NewMexic,79315,183258,0.559369992,0.432805116,0,FDR,
1940,DEM,FDR,NewYork,3251918,6313897,0.881089001,0.515041345,1,FDR,1
1940,REP,WendellW,NewYork,3027478,6313897,0.881089001,0.47949436,0,FDR,
1940,DEM,FDR,NorthCar,609015,822648,0.577303729,0.740310558,1,FDR,1
1940,REP,WendellW,NorthCar,213633,822648,0.577303729,0.259689442,0,FDR,
1940,DEM,FDR,NorthDak,124036,280775,1.086636815,0.441762978,0,FDR,0
1940,REP,WendellW,NorthDak,154590,280775,1.086636815,0.550583207,1,FDR,
1940,DEM,FDR,Ohio,1733139,3319912,0.836419265,0.522043657,1,FDR,1
1940,REP,WendellW,Ohio,1586773,3319912,0.836419265,0.477956343,0,FDR,
1940,DEM,FDR,Oklahoma,474313,826212,0.886019181,0.574081471,1,FDR,1
1940,REP,WendellW,Oklahoma,348872,826212,0.886019181,0.422254821,0,FDR,
1940,DEM,FDR,Oregon,258415,481240,0.61202714,0.536977392,1,FDR,1
1940,REP,WendellW,Oregon,219555,481240,0.61202714,0.456227662,0,FDR,
1940,DEM,FDR,Pennsylv,2171035,4078714,0.845734227,0.532284196,1,FDR,1
1940,REP,WendellW,Pennsylv,1889848,4078714,0.845734227,0.463344084,0,FDR,
1940,DEM,FDR,RhodeIsl,182182,321148,0.823264315,0.56728362,1,FDR,1
1940,REP,WendellW,RhodeIsl,138653,321148,0.823264315,0.431741752,0,FDR,
1940,DEM,FDR,SouthCar,95470,99832,0.190244609,0.956306595,1,FDR,1
1940,REP,WendellW,SouthCar,4360,99832,0.190244609,0.043673371,0,FDR,
1940,DEM,FDR,SouthDak,131362,308427,1.052228113,0.425909535,0,FDR,0
1940,REP,WendellW,SouthDak,177065,308427,1.052228113,0.574090466,1,FDR,
1940,DEM,FDR,Tennesse,351601,522823,0.457034685,0.672504844,1,FDR,1
1940,REP,WendellW,Tennesse,169153,522823,0.457034685,0.323537794,0,FDR,
1940,DEM,FDR,Texas,909974,1124531,0.428097416,0.809203126,1,FDR,1
1940,REP,WendellW,Texas,212692,1124531,0.428097416,0.189138405,0,FDR,
1940,DEM,FDR,Utah,154277,247819,0.619067723,0.622539031,1,FDR,1
1940,REP,WendellW,Utah,93151,247819,0.619067723,0.375883205,0,FDR,
1940,DEM,FDR,Vermont,64269,143062,0.877202019,0.449238792,0,FDR,0
1940,REP,WendellW,Vermont,78371,143062,0.877202019,0.547811438,1,FDR,
1940,DEM,FDR,Virginia,235961,346607,0.332551064,0.680773902,1,FDR,1
1940,REP,WendellW,Virginia,109363,346607,0.332551064,0.315524499,0,FDR,
1940,DEM,FDR,Washingt,462145,793833,0.630749049,0.582169046,1,FDR,1
1940,REP,WendellW,Washingt,322123,793833,0.630749049,0.405781821,0,FDR,
1940,DEM,FDR,WestVirg,495662,868076,1.096000202,0.570989176,1,FDR,1
1940,REP,WendellW,WestVirg,372414,868076,1.096000202,0.429010824,0,FDR,
1940,DEM,FDR,Wisconsi,704821,1405522,0.830777597,0.501465648,1,FDR,1
1940,REP,WendellW,Wisconsi,679206,1405522,0.830777597,0.483241102,0,FDR,
1940,DEM,FDR,Wyoming,59287,112240,0.78645702,0.528216322,1,FDR,1
1940,REP,WendellW,Wyoming,52633,112240,0.78645702,0.468932644,0,FDR,
1944,DEM,FDR,Alabama,198918,244743,0.354794098,0.812762776,1,FDR,1
1944,REP,ThomasDe,Alabama,44540,244743,0.354794098,0.181986819,0,FDR,
1944,DEM,FDR,Arizona,80926,137634,0.286278262,0.587979714,1,FDR,1
1944,REP,ThomasDe,Arizona,56287,137634,0.286278262,0.408961449,0,FDR,
1944,DEM,FDR,Arkansas,148965,212954,0.379985939,0.699517267,1,FDR,1
1944,REP,ThomasDe,Arkansas,63551,212954,0.379985939,0.298425951,0,FDR,
1944,DEM,FDR,Californ,1988564,3520875,0.498878087,0.564792559,1,FDR,1
1944,REP,ThomasDe,Californ,1512965,3520875,0.498878087,0.429712785,0,FDR,
1944,DEM,FDR,Colorado,234331,505039,0.649997555,0.46398595,0,FDR,0
1944,REP,ThomasDe,Colorado,268731,505039,0.649997555,0.532099501,1,FDR,
1944,DEM,FDR,Connecti,435146,831990,0.682754818,0.523018306,1,FDR,1
1944,REP,ThomasDe,Connecti,390527,831990,0.682754818,0.469389055,0,FDR,
1944,DEM,FDR,Delaware,68166,125361,0.622695212,0.543757628,1,FDR,1
1944,REP,ThomasDe,Delaware,56747,125361,0.622695212,0.452668693,0,FDR,
1944,DEM,FDR,Florida,339377,482592,0.260230221,0.703237932,1,FDR,1
1944,REP,ThomasDe,Florida,143215,482592,0.260230221,0.296762068,0,FDR,
1944,DEM,FDR,Georgia,268187,328109,0.28798265,0.817371666,1,FDR,1
1944,REP,ThomasDe,Georgia,59880,328109,0.28798265,0.182500328,0,FDR,
1944,DEM,FDR,Idaho,107399,208321,0.712264554,0.51554572,1,FDR,1
1944,REP,ThomasDe,Idaho,100137,208321,0.712264554,0.480686057,0,FDR,
1944,DEM,FDR,Illinois,2079479,4036061,0.858217618,0.515224869,1,FDR,1
1944,REP,ThomasDe,Illinois,1939314,4036061,0.858217618,0.480496702,0,FDR,
1944,DEM,FDR,Indiana,781403,1672091,0.799429242,0.467320858,0,FDR,0
1944,REP,ThomasDe,Indiana,875891,1672091,0.799429242,0.523829744,1,FDR,
1944,DEM,FDR,Iowa,499876,1052599,0.888614896,0.474896898,0,FDR,0
1944,REP,ThomasDe,Iowa,547267,1052599,0.888614896,0.519919742,1,FDR,
1944,DEM,FDR,Kansas,287458,733776,0.855315474,0.391751706,0,FDR,0
1944,REP,ThomasDe,Kansas,442096,733776,0.855315474,0.602494494,1,FDR,
1944,DEM,FDR,Kentucky,472589,867921,0.829669106,0.544506931,1,FDR,1
1944,REP,ThomasDe,Kentucky,392448,867921,0.829669106,0.452170186,0,FDR,
1944,DEM,FDR,Louisian,281564,349383,0.389808913,0.805889239,1,FDR,1
1944,REP,ThomasDe,Louisian,67750,349383,0.389808913,0.19391327,0,FDR,
1944,DEM,FDR,Maine,140631,296400,0.777501764,0.474463563,0,FDR,0
1944,REP,ThomasDe,Maine,155434,296400,0.777501764,0.524406208,1,FDR,
1944,DEM,FDR,Maryland,315490,608439,0.544973071,0.518523632,1,FDR,1
1944,REP,ThomasDe,Maryland,292949,608439,0.544973071,0.481476368,0,FDR,
1944,DEM,FDR,Massachu,1035296,1960665,0.836176507,0.528033091,1,FDR,1
1944,REP,ThomasDe,Massachu,921350,1960665,0.836176507,0.469917095,0,FDR,
1944,DEM,FDR,Michigan,1106899,2205223,0.688464807,0.501944248,1,FDR,1
1944,REP,ThomasDe,Michigan,1084423,2205223,0.688464807,0.491752081,0,FDR,
1944,DEM,FDR,Minnesot,589864,1125529,0.724063374,0.524077123,1,FDR,1
1944,REP,ThomasDe,Minnesot,527416,1125529,0.724063374,0.468593879,0,FDR,
1944,DEM,FDR,Mississi,168479,180080,0.440136284,0.935578632,1,FDR,1
1944,REP,ThomasDe,Mississi,11601,180080,0.440136284,0.064421368,0,FDR,
1944,DEM,FDR,Missouri,807804,1572474,0.865004767,0.51371533,1,FDR,1
1944,REP,ThomasDe,Missouri,761524,1572474,0.865004767,0.484284001,0,FDR,
1944,DEM,FDR,Montana,112556,207355,0.744200152,0.542817873,1,FDR,1
1944,REP,ThomasDe,Montana,93163,207355,0.744200152,0.449292277,0,FDR,
1944,DEM,FDR,Nebraska,233246,563126,0.964002643,0.414198599,0,FDR,0
1944,REP,ThomasDe,Nebraska,329880,563126,0.964002643,0.585801402,1,FDR,
1944,DEM,FDR,Nevada,29623,54234,0.400448931,0.546207176,1,FDR,1
1944,REP,ThomasDe,Nevada,24611,54234,0.400448931,0.453792824,0,FDR,
1944,DEM,FDR,NewHamps,119663,229627,0.797058589,0.521119032,1,FDR,1
1944,REP,ThomasDe,NewHamps,109916,229627,0.797058589,0.478671933,0,FDR,
1944,DEM,FDR,NewJerse,987874,1963761,0.689820744,0.503052052,1,FDR,1
1944,REP,ThomasDe,NewJerse,961335,1963761,0.689820744,0.489537678,0,FDR,
1944,DEM,FDR,NewMexic,81389,152225,0.464646002,0.534662506,1,FDR,1
1944,REP,ThomasDe,NewMexic,70688,152225,0.464646002,0.464365249,0,FDR,
1944,DEM,FDR,NewYork,3304238,6316817,0.88149648,0.523085915,1,FDR,1
1944,REP,ThomasDe,NewYork,2987647,6316817,0.88149648,0.472967161,0,FDR,
1944,DEM,FDR,NorthCar,527399,790554,0.554781355,0.667125838,1,FDR,1
1944,REP,ThomasDe,NorthCar,263155,790554,0.554781355,0.332874162,0,FDR,
1944,DEM,FDR,NorthDak,100144,220171,0.852091227,0.45484646,0,FDR,0
1944,REP,ThomasDe,NorthDak,118535,220171,0.852091227,0.538376989,1,FDR,
1944,DEM,FDR,Ohio,1570763,3153056,0.794381532,0.498171615,0,FDR,0
1944,REP,ThomasDe,Ohio,1582293,3153056,0.794381532,0.501828385,1,FDR,
1944,DEM,FDR,Oklahoma,401549,722636,0.774945603,0.555672565,1,FDR,1
1944,REP,ThomasDe,Oklahoma,319424,722636,0.774945603,0.442026138,0,FDR,
1944,DEM,FDR,Oregon,248635,480147,0.610637094,0.517830998,1,FDR,1
1944,REP,ThomasDe,Oregon,225365,480147,0.610637094,0.469366673,0,FDR,
1944,DEM,FDR,Pennsylv,1940479,3794793,0.786862311,0.511353057,1,FDR,1
1944,REP,ThomasDe,Pennsylv,1835054,3794793,0.786862311,0.483571568,0,FDR,
1944,DEM,FDR,RhodeIsl,175356,299276,0.767195347,0.585934054,1,FDR,1
1944,REP,ThomasDe,RhodeIsl,123487,299276,0.767195347,0.412619121,0,FDR,
1944,DEM,FDR,SouthCar,90601,103375,0.196996318,0.876430472,1,FDR,1
1944,REP,ThomasDe,SouthCar,4610,103375,0.196996318,0.044594921,0,FDR,
1944,DEM,FDR,SouthDak,96711,232076,0.791749398,0.416721247,0,FDR,0
1944,REP,ThomasDe,SouthDak,135365,232076,0.791749398,0.583278754,1,FDR,
1944,DEM,FDR,Tennesse,308707,510692,0.446430164,0.604487636,1,FDR,1
1944,REP,ThomasDe,Tennesse,200311,510692,0.446430164,0.392234458,0,FDR,
1944,DEM,FDR,Texas,821605,1150331,0.437919211,0.714233555,1,FDR,1
1944,REP,ThomasDe,Texas,191425,1150331,0.437919211,0.166408625,0,FDR,
1944,DEM,FDR,Utah,150088,248319,0.620316755,0.604416094,1,FDR,1
1944,REP,ThomasDe,Utah,97891,248319,0.620316755,0.3942147,0,FDR,
1944,DEM,FDR,Vermont,53820,125361,0.768666188,0.429320124,0,FDR,0
1944,REP,ThomasDe,Vermont,71527,125361,0.768666188,0.570568199,1,FDR,
1944,DEM,FDR,Virginia,242276,388485,0.372730788,0.623643127,1,FDR,1
1944,REP,ThomasDe,Virginia,145243,388485,0.372730788,0.373870291,0,FDR,
1944,DEM,FDR,Washingt,486774,856328,0.680405163,0.5684434,1,FDR,1
1944,REP,ThomasDe,Washingt,361689,856328,0.680405163,0.422372035,0,FDR,
1944,DEM,FDR,WestVirg,392777,715596,0.903484673,0.548880933,1,FDR,1
1944,REP,ThomasDe,WestVirg,322819,715596,0.903484673,0.451119067,0,FDR,
1944,DEM,FDR,Wisconsi,650413,1339152,0.791547539,0.485690198,0,FDR,0
1944,REP,ThomasDe,Wisconsi,674532,1339152,0.791547539,0.50370085,1,FDR,
1944,DEM,FDR,Wyoming,49419,101340,0.710081561,0.487655417,0,FDR,0
1944,REP,ThomasDe,Wyoming,51921,101340,0.710081561,0.512344583,1,FDR,
1948,REP,ThomasDe,Alabama,40930,214980,0.311647872,0.190389804,0,HarryS.T,
1948,DEM,HarryS.T,Arizona,95251,177065,0.368294611,0.537943693,1,HarryS.T,1
1948,REP,ThomasDe,Arizona,77597,177065,0.368294611,0.438240194,0,HarryS.T,
1948,DEM,HarryS.T,Arkansas,149659,242475,0.432661939,0.617214146,1,HarryS.T,1
1948,REP,ThomasDe,Arkansas,50959,242475,0.432661939,0.210161872,0,HarryS.T,
1948,DEM,HarryS.T,Californ,1913134,4021538,0.569817782,0.475721975,1,HarryS.T,1
1948,REP,ThomasDe,Californ,1895269,4021538,0.569817782,0.471279645,0,HarryS.T,
1948,DEM,HarryS.T,Colorado,267288,515237,0.66312263,0.518767092,1,HarryS.T,1
1948,REP,ThomasDe,Colorado,239714,515237,0.66312263,0.465249972,0,HarryS.T,
1948,DEM,HarryS.T,Connecti,423297,883518,0.72504017,0.479103991,0,HarryS.T,0
1948,REP,ThomasDe,Connecti,437754,883518,0.72504017,0.495466985,1,HarryS.T,
1948,DEM,HarryS.T,Delaware,67813,139073,0.690805683,0.487607228,0,HarryS.T,0
1948,REP,ThomasDe,Delaware,69588,139073,0.690805683,0.500370309,1,HarryS.T,
1948,DEM,HarryS.T,Florida,281988,577643,0.311484992,0.488170029,1,HarryS.T,1
1948,REP,ThomasDe,Florida,194280,577643,0.311484992,0.336332302,0,HarryS.T,
1948,DEM,HarryS.T,Georgia,254646,418764,0.367550924,0.608089521,1,HarryS.T,1
1948,REP,ThomasDe,Georgia,76691,418764,0.367550924,0.183136564,0,HarryS.T,
1948,DEM,HarryS.T,Idaho,107370,214816,0.734471429,0.499823104,1,HarryS.T,1
1948,REP,ThomasDe,Idaho,101514,214816,0.734471429,0.472562565,0,HarryS.T,
1948,DEM,HarryS.T,Illinois,1994715,3984046,0.847157282,0.500675695,1,HarryS.T,1
1948,REP,ThomasDe,Illinois,1961103,3984046,0.847157282,0.492239045,0,HarryS.T,
1948,DEM,HarryS.T,Indiana,807833,1656214,0.791838425,0.487758828,0,HarryS.T,0
1948,REP,ThomasDe,Indiana,821079,1656214,0.791838425,0.495756587,1,HarryS.T,
1948,DEM,HarryS.T,Iowa,522380,1038272,0.876519895,0.503124422,1,HarryS.T,1
1948,REP,ThomasDe,Iowa,494018,1038272,0.876519895,0.475807881,0,HarryS.T,
1948,DEM,HarryS.T,Kansas,351902,788819,0.919475557,0.44611248,0,HarryS.T,0
1948,REP,ThomasDe,Kansas,423039,788819,0.919475557,0.536294131,1,HarryS.T,
1948,DEM,HarryS.T,Kentucky,466756,822658,0.786400983,0.567375507,1,HarryS.T,1
1948,REP,ThomasDe,Kentucky,341210,822658,0.786400983,0.41476531,0,HarryS.T,
1948,DEM,HarryS.T,Louisian,136344,416336,0.464508816,0.327485493,0,HarryS.T,0
1948,REP,ThomasDe,Louisian,72657,416336,0.464508816,0.174515295,0,HarryS.T,
1948,DEM,HarryS.T,Maine,111916,264789,0.694581358,0.422661062,0,HarryS.T,0
1948,REP,ThomasDe,Maine,150234,264789,0.694581358,0.567372512,1,HarryS.T,
1948,DEM,HarryS.T,Maryland,286521,596735,0.534489909,0.480147804,0,HarryS.T,0
1948,REP,ThomasDe,Maryland,294814,596735,0.534489909,0.494045095,1,HarryS.T,
1948,DEM,HarryS.T,Massachu,1151788,2107146,0.898647133,0.546610439,1,HarryS.T,1
1948,REP,ThomasDe,Massachu,909370,2107146,0.898647133,0.43156478,0,HarryS.T,
1948,DEM,HarryS.T,Michigan,1003448,2109609,0.658614368,0.475655915,0,HarryS.T,0
1948,REP,ThomasDe,Michigan,1038595,2109609,0.658614368,0.492316349,1,HarryS.T,
1948,DEM,HarryS.T,Minnesot,692966,1212226,0.779836368,0.571647531,1,HarryS.T,1
1948,REP,ThomasDe,Minnesot,483617,1212226,0.779836368,0.398949536,0,HarryS.T,
1948,DEM,HarryS.T,Mississi,19384,192190,0.46973452,0.100858525,0,HarryS.T,0
1948,REP,ThomasDe,Mississi,5043,192190,0.46973452,0.026239659,0,HarryS.T,
1948,DEM,HarryS.T,Missouri,917315,1578628,0.86839003,0.581083701,1,HarryS.T,1
1948,REP,ThomasDe,Missouri,655039,1578628,0.86839003,0.414941962,0,HarryS.T,
1948,DEM,HarryS.T,Montana,119071,224278,0.804937049,0.530908069,1,HarryS.T,1
1948,REP,ThomasDe,Montana,96770,224278,0.804937049,0.431473439,0,HarryS.T,
1948,DEM,HarryS.T,Nebraska,224165,488940,0.83700531,0.458471387,0,HarryS.T,0
1948,REP,ThomasDe,Nebraska,264774,488940,0.83700531,0.541526568,1,HarryS.T,
1948,DEM,HarryS.T,Nevada,31291,62117,0.458654833,0.503742937,1,HarryS.T,1
1948,REP,ThomasDe,Nevada,29357,62117,0.458654833,0.472608143,0,HarryS.T,
1948,DEM,HarryS.T,NewHamps,107995,231440,0.803351696,0.466622019,0,HarryS.T,0
1948,REP,ThomasDe,NewHamps,121299,231440,0.803351696,0.5241056,1,HarryS.T,
1948,DEM,HarryS.T,NewJerse,895455,1949555,0.684830527,0.45931251,0,HarryS.T,0
1948,REP,ThomasDe,NewJerse,981124,1949555,0.684830527,0.503255358,1,HarryS.T,
1948,DEM,HarryS.T,NewMexic,105464,187063,0.570984235,0.56378867,1,HarryS.T,1
1948,REP,ThomasDe,NewMexic,80303,187063,0.570984235,0.429283183,0,HarryS.T,
1948,DEM,HarryS.T,NewYork,2780204,6178502,0.862194958,0.44998027,0,HarryS.T,0
1948,REP,ThomasDe,NewYork,2841163,6178502,0.862194958,0.459846578,1,HarryS.T,
1948,DEM,HarryS.T,NorthCar,459070,791209,0.55524101,0.580213319,1,HarryS.T,1
1948,REP,ThomasDe,NorthCar,258572,791209,0.55524101,0.326806192,0,HarryS.T,
1948,DEM,HarryS.T,NorthDak,95812,220716,0.85420045,0.434096305,0,HarryS.T,0
1948,REP,ThomasDe,NorthDak,115139,220716,0.85420045,0.52166132,1,HarryS.T,
1948,DEM,HarryS.T,Ohio,1452791,2936071,0.73971429,0.494807857,1,HarryS.T,1
1948,REP,ThomasDe,Ohio,1445684,2936071,0.73971429,0.492387275,0,HarryS.T,
1948,DEM,HarryS.T,Oklahoma,452782,721599,0.773833538,0.627470382,1,HarryS.T,1
1948,REP,ThomasDe,Oklahoma,268817,721599,0.773833538,0.372529618,0,HarryS.T,
1948,DEM,HarryS.T,Oregon,243147,524080,0.666509815,0.46395016,0,HarryS.T,0
1948,REP,ThomasDe,Oregon,260904,524080,0.666509815,0.497832392,1,HarryS.T,
1948,DEM,HarryS.T,Pennsylv,1752426,3735148,0.774494732,0.46917177,0,HarryS.T,0
1948,REP,ThomasDe,Pennsylv,1902197,3735148,0.774494732,0.509269512,1,HarryS.T,
1948,DEM,HarryS.T,RhodeIsl,188736,327702,0.840065523,0.575937895,1,HarryS.T,1
1948,REP,ThomasDe,RhodeIsl,135787,327702,0.840065523,0.414361218,0,HarryS.T,
1948,DEM,HarryS.T,SouthCar,34423,142571,0.271690081,0.241444614,0,HarryS.T,0
1948,REP,ThomasDe,SouthCar,5386,142571,0.271690081,0.037777669,0,HarryS.T,
1948,DEM,HarryS.T,SouthDak,117653,250105,0.85325705,0.470414426,0,HarryS.T,0
1948,REP,ThomasDe,SouthDak,129651,250105,0.85325705,0.518386278,1,HarryS.T,
1948,DEM,HarryS.T,Tennesse,270402,550283,0.481039315,0.491387159,1,HarryS.T,1
1948,REP,ThomasDe,Tennesse,202914,550283,0.481039315,0.36874481,0,HarryS.T,
1948,DEM,HarryS.T,Texas,824235,1249577,0.475701145,0.659611212,1,HarryS.T,1
1948,REP,ThomasDe,Texas,303467,1249577,0.475701145,0.242855782,0,HarryS.T,
1948,DEM,HarryS.T,Utah,149151,276305,0.690227574,0.53980565,1,HarryS.T,1
1948,REP,ThomasDe,Utah,124402,276305,0.690227574,0.450234343,0,HarryS.T,
1948,DEM,HarryS.T,Vermont,45557,123382,0.75653171,0.369235383,0,HarryS.T,0
1948,REP,ThomasDe,Vermont,75926,123382,0.75653171,0.615373393,1,HarryS.T,
1948,DEM,HarryS.T,Virginia,200786,419256,0.402253933,0.47891026,1,HarryS.T,1
1948,REP,ThomasDe,Virginia,172070,419256,0.402253933,0.410417502,0,HarryS.T,
1948,DEM,HarryS.T,Washingt,476165,905059,0.719124934,0.526114872,1,HarryS.T,1
1948,REP,ThomasDe,Washingt,386315,905059,0.719124934,0.426839576,0,HarryS.T,
1948,DEM,HarryS.T,WestVirg,429188,748750,0.94534367,0.57320601,1,HarryS.T,1
1948,REP,ThomasDe,WestVirg,316251,748750,0.94534367,0.422371953,0,HarryS.T,
1948,DEM,HarryS.T,Wisconsi,647310,1276800,0.754692446,0.506978384,1,HarryS.T,1
1948,REP,ThomasDe,Wisconsi,590959,1276800,0.754692446,0.462843828,0,HarryS.T,
1948,DEM,HarryS.T,Wyoming,52354,101425,0.710677149,0.516184373,1,HarryS.T,1
1948,REP,ThomasDe,Wyoming,47947,101425,0.710677149,0.472733547,0,HarryS.T,
1952,DEM,AdlaiSte,Alabama,275075,426120,0.61772905,0.645534122,1,DwightD.,
1952,REP,DwightD.,Alabama,149231,426120,0.61772905,0.350208861,0,DwightD.,0
1952,DEM,AdlaiSte,Arizona,108528,260570,0.541984733,0.416502284,0,DwightD.,
1952,REP,DwightD.,Arizona,152042,260570,0.541984733,0.583497717,1,DwightD.,1
1952,DEM,AdlaiSte,Arkansas,226300,404800,0.722307673,0.559041502,1,DwightD.,
1952,REP,DwightD.,Arkansas,177155,404800,0.722307673,0.43763587,0,DwightD.,0
1952,DEM,AdlaiSte,Californ,2257646,5341603,0.756859782,0.422653275,0,DwightD.,
1952,REP,DwightD.,Californ,3035587,5341603,0.756859782,0.568291391,1,DwightD.,1
1952,DEM,AdlaiSte,Colorado,245504,630103,0.810957984,0.389625188,0,DwightD.,
1952,REP,DwightD.,Colorado,379782,630103,0.810957984,0.60273003,1,DwightD.,1
1952,DEM,AdlaiSte,Connecti,481649,1096911,0.900156576,0.439095788,0,DwightD.,
1952,REP,DwightD.,Connecti,611012,1096911,0.900156576,0.557029695,1,DwightD.,1
1952,DEM,AdlaiSte,Delaware,83315,174025,0.864419829,0.478753053,0,DwightD.,
1952,REP,DwightD.,Delaware,90059,174025,0.864419829,0.517506105,1,DwightD.,1
1952,DEM,AdlaiSte,Florida,444950,989337,0.533484571,0.449745638,0,DwightD.,
1952,REP,DwightD.,Florida,544036,989337,0.533484571,0.549899579,1,DwightD.,1
1952,DEM,AdlaiSte,Georgia,456823,655803,0.575601052,0.696585713,1,DwightD.,
1952,REP,DwightD.,Georgia,198979,655803,0.575601052,0.303412763,0,DwightD.,0
1952,DEM,AdlaiSte,Idaho,95081,276231,0.944453752,0.344208289,0,DwightD.,
1952,REP,DwightD.,Idaho,180707,276231,0.944453752,0.65418798,1,DwightD.,1
1952,DEM,AdlaiSte,Illinois,2013920,4481058,0.952840634,0.449429577,0,DwightD.,
1952,REP,DwightD.,Illinois,2457327,4481058,0.952840634,0.548380985,1,DwightD.,1
1952,DEM,AdlaiSte,Indiana,801530,1955325,0.934843847,0.409921624,0,DwightD.,
1952,REP,DwightD.,Indiana,1136259,1955325,0.934843847,0.581110046,1,DwightD.,1
1952,DEM,AdlaiSte,Iowa,451513,1268773,1.071111209,0.355865864,0,DwightD.,
1952,REP,DwightD.,Iowa,808906,1268773,1.071111209,0.637549822,1,DwightD.,1
1952,DEM,AdlaiSte,Kansas,273296,896166,1.044603049,0.304961358,0,DwightD.,
1952,REP,DwightD.,Kansas,616302,896166,1.044603049,0.687709643,1,DwightD.,1
1952,DEM,AdlaiSte,Kentucky,495729,993148,0.949376975,0.49914917,1,DwightD.,
1952,REP,DwightD.,Kentucky,495029,993148,0.949376975,0.498444341,0,DwightD.,0
1952,DEM,AdlaiSte,Louisian,345027,651952,0.727387138,0.529221476,1,DwightD.,
1952,REP,DwightD.,Louisian,306925,651952,0.727387138,0.470778524,0,DwightD.,0
1952,DEM,AdlaiSte,Maine,118806,351786,0.922787569,0.337722365,0,DwightD.,
1952,REP,DwightD.,Maine,232353,351786,0.922787569,0.660495301,1,DwightD.,1
1952,DEM,AdlaiSte,Maryland,395337,902074,0.80797917,0.438253403,0,DwightD.,
1952,REP,DwightD.,Maryland,499424,902074,0.80797917,0.553639724,1,DwightD.,1
1952,DEM,AdlaiSte,Massachu,1083525,2383398,1.016461972,0.454613539,0,DwightD.,
1952,REP,DwightD.,Massachu,1292325,2383398,1.016461972,0.542219554,1,DwightD.,1
1952,DEM,AdlaiSte,Michigan,1230657,2798592,0.873713044,0.439741484,0,DwightD.,
1952,REP,DwightD.,Michigan,1551529,2798592,0.873713044,0.554396282,1,DwightD.,1
1952,DEM,AdlaiSte,Minnesot,608458,1379483,0.887434366,0.441076838,0,DwightD.,
1952,REP,DwightD.,Minnesot,763211,1379483,0.887434366,0.553258721,1,DwightD.,1
1952,DEM,AdlaiSte,Mississi,172566,285532,0.697873131,0.604366586,1,DwightD.,
1952,REP,DwightD.,Mississi,112966,285532,0.697873131,0.395633414,0,DwightD.,0
1952,DEM,AdlaiSte,Missouri,929830,1892062,1.040807447,0.491437384,0,DwightD.,
1952,REP,DwightD.,Missouri,959429,1892062,1.040807447,0.507081163,1,DwightD.,1
1952,DEM,AdlaiSte,Montana,106213,265037,0.951221701,0.40074782,0,DwightD.,
1952,REP,DwightD.,Montana,157394,265037,0.951221701,0.593856707,1,DwightD.,1
1952,DEM,AdlaiSte,Nebraska,188057,609660,1.043663144,0.308462094,0,DwightD.,
1952,REP,DwightD.,Nebraska,421603,609660,1.043663144,0.691537906,1,DwightD.,1
