Year,Party,Candidate,State,Vote,Total,RelativeVote,PercentVote,Winner,PresidentElect,PredictiveOfWinner
1828,DEM,AndrewJa,Alabama,16736,18618,0.026989767,0.898915029,1,AndrewJa,1
1828,DEM,AndrewJa,Connecti,4448,19378,0.015902142,0.229538652,0,AndrewJa,0
1828,DEM,AndrewJa,Georgia,19362,20004,0.017557595,0.967906419,1,AndrewJa,1
1828,DEM,AndrewJa,Illinois,9560,14222,0.00302413,0.672198003,1,AndrewJa,1
1828,DEM,AndrewJa,Indiana,22257,39309,0.018793693,0.566206212,1,AndrewJa,1
1828,DEM,AndrewJa,Kentucky,39308,70776,0.067656688,0.555386007,1,AndrewJa,1
1828,DEM,AndrewJa,Louisian,4605,8687,0.009692143,0.530102452,1,AndrewJa,1
1828,DEM,AndrewJa,Maine,13927,34789,0.091256778,0.40032769,0,AndrewJa,0
1828,DEM,AndrewJa,Maryland,22782,45796,0.041019045,0.497467028,0,AndrewJa,0
1828,DEM,AndrewJa,Massachu,6012,39074,0.016664122,0.153861903,0,AndrewJa,0
1828,DEM,AndrewJa,Mississi,6763,8344,0.020393698,0.810522531,1,AndrewJa,1
1828,DEM,AndrewJa,Missouri,8232,11654,0.006410768,0.706366913,1,AndrewJa,1
1828,DEM,AndrewJa,NewHamps,20212,44035,0.152849948,0.458998524,0,AndrewJa,0
1828,DEM,AndrewJa,NewJerse,21809,45570,0.016007616,0.478582401,0,AndrewJa,0
1828,DEM,AndrewJa,NewYork,139412,270975,0.037813904,0.514482886,1,AndrewJa,1
1828,DEM,AndrewJa,NorthCar,37814,51747,0.036314117,0.730747676,1,AndrewJa,1
1828,DEM,AndrewJa,Ohio,67597,130993,0.033002402,0.516035208,1,AndrewJa,1
1828,DEM,AndrewJa,Pennsylv,101652,152500,0.031621357,0.666570492,1,AndrewJa,1
1828,DEM,AndrewJa,RhodeIsl,821,3575,0.009164528,0.22965035,0,AndrewJa,0
1828,DEM,AndrewJa,Tennesse,44293,46533,0.040677619,0.951862119,1,AndrewJa,1
1828,DEM,AndrewJa,Vermont,8350,33713,0.206715352,0.247678937,0,AndrewJa,0
1828,DEM,AndrewJa,Virginia,26854,38924,0.037345517,0.68990854,1,AndrewJa,1
1832,DEM,AndrewJa,Alabama,14286,14291,0.020717089,0.99965013,1,AndrewJa,1
1832,DEM,AndrewJa,Connecti,11269,32833,0.0269437,0.343221759,0,AndrewJa,0
1832,DEM,AndrewJa,Delaware,4110,8386,0.041655077,0.490102552,0,AndrewJa,0
1832,DEM,AndrewJa,Georgia,20750,20750,0.018212362,1,1,AndrewJa,1
1832,DEM,AndrewJa,Illinois,14609,21481,0.004567665,0.680089381,1,AndrewJa,1
1832,DEM,AndrewJa,Indiana,31551,47023,0.022481768,0.670969526,1,AndrewJa,1
1832,DEM,AndrewJa,Kentucky,36292,79741,0.076226574,0.455123462,0,AndrewJa,0
1832,DEM,AndrewJa,Louisian,3908,6337,0.007070233,0.616695597,1,AndrewJa,1
1832,DEM,AndrewJa,Maine,33978,62153,0.163036664,0.546683185,1,AndrewJa,1
1832,DEM,AndrewJa,Maryland,19156,38316,0.03431928,0.499947803,0,AndrewJa,0
1832,DEM,AndrewJa,Massachu,13933,67619,0.028837879,0.206051554,0,AndrewJa,0
1832,DEM,AndrewJa,Mississi,5750,5750,0.014053663,1,1,AndrewJa,1
1832,DEM,AndrewJa,Missouri,5192,5192,0.002856076,1,1,AndrewJa,1
1832,DEM,AndrewJa,NewHamps,24855,43793,0.152009941,0.567556459,1,AndrewJa,1
1832,DEM,AndrewJa,NewJerse,23826,47760,0.016776909,0.498869347,1,AndrewJa,1
1832,DEM,AndrewJa,NewYork,168497,323393,0.045128708,0.521028594,1,AndrewJa,1
1832,DEM,AndrewJa,NorthCar,25261,29799,0.020911828,0.847713011,1,AndrewJa,1
1832,DEM,AndrewJa,Ohio,81246,158294,0.039880621,0.513260136,1,AndrewJa,1
1832,DEM,AndrewJa,Pennsylv,91949,158638,0.03289409,0.579615225,1,AndrewJa,1
1832,DEM,AndrewJa,RhodeIsl,2126,4936,0.012653458,0.430713128,0,AndrewJa,0
1832,DEM,AndrewJa,Tennesse,28078,29425,0.025722368,0.9542226,1,AndrewJa,1
1832,DEM,AndrewJa,Vermont,7870,32128,0.196996732,0.244957669,0,AndrewJa,0
1832,DEM,AndrewJa,Virginia,34243,45682,0.04382946,0.749595027,1,AndrewJa,1
1836,DEM,MartinVa,Alabama,20638,37296,0.054066513,0.553356928,1,MartinVa,1
1836,DEM,MartinVa,Arkansas,2380,3714,0.006627102,0.640818525,1,MartinVa,1
1836,DEM,MartinVa,Connecti,19294,38093,0.031260207,0.506497257,1,MartinVa,1
1836,DEM,MartinVa,Delaware,4154,8895,0.04418339,0.467003935,0,MartinVa,0
1836,DEM,MartinVa,Georgia,22778,47259,0.041479423,0.481982268,0,MartinVa,0
1836,DEM,MartinVa,Illinois,18369,33589,0.007142279,0.546875465,1,MartinVa,1
1836,DEM,MartinVa,Indiana,32478,73759,0.03526429,0.440325926,0,MartinVa,0
1836,DEM,MartinVa,Kentucky,33229,70090,0.067000923,0.474090455,0,MartinVa,0
1836,DEM,MartinVa,Louisian,3842,7425,0.008284121,0.517441077,1,MartinVa,1
1836,DEM,MartinVa,Maine,22825,38740,0.101620845,0.589184306,1,MartinVa,1
1836,DEM,MartinVa,Maryland,22267,48119,0.043099734,0.462748602,0,MartinVa,0
1836,DEM,MartinVa,Massachu,33486,74732,0.031871402,0.448081143,0,MartinVa,0
1836,DEM,MartinVa,Michigan,7122,12667,0.003954604,0.562248362,1,MartinVa,1
1836,DEM,MartinVa,Mississi,10297,20079,0.049075391,0.512824344,1,MartinVa,1
1836,DEM,MartinVa,Missouri,10995,18332,0.01008428,0.599770892,1,MartinVa,1
1836,DEM,MartinVa,NewHamps,18697,24925,0.086517201,0.750130391,1,MartinVa,1
1836,DEM,MartinVa,NewJerse,25592,51729,0.01817112,0.494732162,0,MartinVa,0
1836,DEM,MartinVa,NewYork,166795,305343,0.042609875,0.54625454,1,MartinVa,1
1836,DEM,MartinVa,NorthCar,26631,50153,0.035195508,0.530995155,1,MartinVa,1
1836,DEM,MartinVa,Ohio,96238,202333,0.050975815,0.47564164,0,MartinVa,0
1836,DEM,MartinVa,Pennsylv,91457,178692,0.037052351,0.511813623,1,MartinVa,1
1836,DEM,MartinVa,RhodeIsl,2964,5674,0.014545324,0.522382799,1,MartinVa,1
1836,DEM,MartinVa,Tennesse,26170,62197,0.054370573,0.420759844,0,MartinVa,0
1836,DEM,MartinVa,Vermont,14037,35031,0.214796829,0.400702235,0,MartinVa,0
1836,DEM,MartinVa,Virginia,30556,53945,0.051757371,0.56642877,1,MartinVa,1
1840,DEM,MartinVa,Alabama,33996,62511,0.090619686,0.543840284,1,WilliamH,
1840,DEM,MartinVa,Arkansas,6679,11839,0.021125001,0.564152378,1,WilliamH,
1840,DEM,MartinVa,Connecti,25281,56879,0.046676536,0.44446984,0,WilliamH,
1840,DEM,MartinVa,Delaware,4872,10852,0.053904232,0.448949502,0,WilliamH,
1840,DEM,MartinVa,Georgia,31983,72322,0.063477324,0.44223058,0,WilliamH,
1840,DEM,MartinVa,Illinois,47441,93175,0.019812492,0.509160183,1,WilliamH,
1840,DEM,MartinVa,Indiana,51604,116906,0.055892936,0.44141447,0,WilliamH,
1840,DEM,MartinVa,Kentucky,32616,91104,0.087088772,0.35800843,0,WilliamH,
1840,DEM,MartinVa,Louisian,7616,18912,0.021100243,0.402707276,0,WilliamH,
1840,DEM,MartinVa,Maine,46190,92802,0.243433599,0.497726342,0,WilliamH,
1840,DEM,MartinVa,Maryland,28752,62280,0.055783608,0.461657033,0,WilliamH,
1840,DEM,MartinVa,Massachu,52355,126825,0.054087815,0.412812931,0,WilliamH,
1840,DEM,MartinVa,Michigan,21096,44350,0.013845953,0.475670801,0,WilliamH,
1840,DEM,MartinVa,Mississi,17010,36525,0.089271312,0.465708419,0,WilliamH,
1840,DEM,MartinVa,Missouri,29969,52923,0.029112499,0.566275532,1,WilliamH,
1840,DEM,MartinVa,NewHamps,32774,59956,0.208113352,0.546634198,1,WilliamH,
1840,DEM,MartinVa,NewJerse,31034,64454,0.022641099,0.481490676,0,WilliamH,
1840,DEM,MartinVa,NewYork,212733,441543,0.061616254,0.481794525,0,WilliamH,
1840,DEM,MartinVa,NorthCar,34168,80735,0.056656816,0.423211742,0,WilliamH,
1840,DEM,MartinVa,Ohio,124782,273842,0.068991806,0.455671519,0,WilliamH,
1840,DEM,MartinVa,Pennsylv,143676,288026,0.059723101,0.498829967,0,WilliamH,
1840,DEM,MartinVa,RhodeIsl,3301,8621,0.022099972,0.382902216,0,WilliamH,
1840,DEM,MartinVa,Tennesse,47951,108145,0.094536805,0.443395441,0,WilliamH,
1840,DEM,MartinVa,Vermont,18009,50773,0.311320813,0.354696394,0,WilliamH,
1840,DEM,MartinVa,Virginia,43757,86394,0.082890469,0.506481932,1,WilliamH,
1844,DEM,JamesPol,Alabama,37401,63403,0.091912783,0.589893223,1,JamesPol,1
1844,DEM,JamesPol,Arkansas,9546,15150,0.027033007,0.63009901,1,JamesPol,1
1844,DEM,JamesPol,Connecti,29841,64616,0.05302574,0.461820602,0,JamesPol,0
1844,DEM,JamesPol,Delaware,5970,12247,0.060833499,0.487466318,0,JamesPol,0
1844,DEM,JamesPol,Georgia,44147,86247,0.075699355,0.511867079,1,JamesPol,1
1844,DEM,JamesPol,Illinois,58795,109057,0.0231896,0.539121744,1,JamesPol,1
1844,DEM,JamesPol,Indiana,70181,140154,0.06700784,0.500742041,1,JamesPol,1
1844,DEM,JamesPol,Kentucky,51988,113237,0.108246304,0.459107889,0,JamesPol,0
1844,DEM,JamesPol,Louisian,13782,26865,0.029973457,0.513009492,1,JamesPol,1
1844,DEM,JamesPol,Maine,45719,84933,0.222792029,0.538294891,1,JamesPol,1
1844,DEM,JamesPol,Maryland,32706,68690,0.061524985,0.476139176,0,JamesPol,0
1844,DEM,JamesPol,Massachu,53039,132037,0.056310608,0.401698009,0,JamesPol,0
1844,DEM,JamesPol,Michigan,27737,55751,0.017405315,0.49751574,1,JamesPol,1
1844,DEM,JamesPol,Mississi,25846,45004,0.109994965,0.574304506,1,JamesPol,1
1844,DEM,JamesPol,Missouri,41322,72522,0.039893744,0.56978572,1,JamesPol,1
1844,DEM,JamesPol,NewHamps,27160,49187,0.170733062,0.552178421,1,JamesPol,1
1844,DEM,JamesPol,NewJerse,37495,75944,0.026677252,0.493719056,0,JamesPol,0
1844,DEM,JamesPol,NewYork,237588,485882,0.067803654,0.488982922,1,JamesPol,1
1844,DEM,JamesPol,NorthCar,39287,82521,0.057910165,0.476084875,0,JamesPol,0
1844,DEM,JamesPol,Ohio,149061,312224,0.078661774,0.477416855,0,JamesPol,0
1844,DEM,JamesPol,Pennsylv,167447,331572,0.068752501,0.50500947,1,JamesPol,1
1844,DEM,JamesPol,RhodeIsl,4867,12296,0.03152085,0.395819779,0,JamesPol,0
1844,DEM,JamesPol,Tennesse,59917,119957,0.104862467,0.499487316,0,JamesPol,0
1844,DEM,JamesPol,Vermont,18049,48829,0.299400941,0.369636896,0,JamesPol,0
1844,DEM,JamesPol,Virginia,50679,95539,0.091664612,0.530453532,1,JamesPol,1
1848,DEM,LewisCas,Alabama,31173,61659,0.089384576,0.505570963,1,ZacharyT,
1848,DEM,LewisCas,Arkansas,9301,16888,0.030134219,0.550746092,1,ZacharyT,
1848,DEM,LewisCas,Connecti,27051,62398,0.051205586,0.43352351,0,ZacharyT,
1848,DEM,LewisCas,Delaware,5910,12432,0.061752434,0.4753861,0,ZacharyT,
1848,DEM,LewisCas,Florida,3083,7203,0.003884106,0.428016104,0,ZacharyT,
1848,DEM,LewisCas,Georgia,44785,92317,0.081027019,0.485121917,0,ZacharyT,
1848,DEM,LewisCas,Illinois,55952,124596,0.026493773,0.449067386,1,ZacharyT,
1848,DEM,LewisCas,Indiana,74745,152752,0.073030963,0.489322562,1,ZacharyT,
1848,DEM,LewisCas,Iowa,11238,22271,0.018801407,0.504602398,1,ZacharyT,
1848,DEM,LewisCas,Kentucky,49720,116865,0.111714407,0.425448167,0,ZacharyT,
1848,DEM,LewisCas,Louisian,15379,33866,0.037784519,0.45411327,0,ZacharyT,
1848,DEM,LewisCas,Maine,40195,87625,0.22985355,0.45871612,1,ZacharyT,
1848,DEM,LewisCas,Maryland,34528,72359,0.064811274,0.477176302,0,ZacharyT,
1848,DEM,LewisCas,Massachu,35281,134748,0.057466784,0.261829489,0,ZacharyT,
1848,DEM,LewisCas,Michigan,30742,65082,0.020318429,0.472357948,1,ZacharyT,
1848,DEM,LewisCas,Mississi,26545,52456,0.128208512,0.50604316,1,ZacharyT,
1848,DEM,LewisCas,Missouri,40077,72748,0.040018065,0.550901743,1,ZacharyT,
1848,DEM,LewisCas,NewHamps,27763,50104,0.173916062,0.554107457,1,ZacharyT,
1848,DEM,LewisCas,NewJerse,36901,77735,0.027306386,0.474702515,0,ZacharyT,
1848,DEM,LewisCas,NewYork,114319,455944,0.063625879,0.250730353,0,ZacharyT,
1848,DEM,LewisCas,NorthCar,35772,79852,0.05603716,0.447978761,0,ZacharyT,
1848,DEM,LewisCas,Ohio,154773,328479,0.082757062,0.471180806,1,ZacharyT,
1848,DEM,LewisCas,Pennsylv,171976,368552,0.076420421,0.466626148,0,ZacharyT,
1848,DEM,LewisCas,RhodeIsl,3646,11155,0.028595892,0.326848947,0,ZacharyT,
1848,DEM,LewisCas,Tennesse,58142,122463,0.10705313,0.474771972,0,ZacharyT,
1848,DEM,LewisCas,Texas,10668,15177,0.005777728,0.702905713,1,ZacharyT,
1848,DEM,LewisCas,Vermont,10948,47922,0.29383956,0.228454572,0,ZacharyT,
1848,DEM,LewisCas,Virginia,46739,92004,0.088272967,0.508010521,1,ZacharyT,
1848,DEM,LewisCas,Wisconsi,15001,39166,0.023150285,0.383010775,1,ZacharyT,
1852,DEM,Franklin,Alabama,26881,44147,0.063998133,0.608897547,1,Franklin,1
1852,DEM,Franklin,Arkansas,12173,19577,0.034932355,0.621801093,1,Franklin,1
1852,DEM,Franklin,Californ,40721,76810,0.010883325,0.530152324,1,Franklin,1
1852,DEM,Franklin,Connecti,33249,66781,0.054802401,0.497881134,1,Franklin,1
1852,DEM,Franklin,Delaware,6318,12673,0.062949533,0.498540204,1,Franklin,1
1852,DEM,Franklin,Florida,4318,7193,0.003878713,0.600305853,1,Franklin,1
1852,DEM,Franklin,Georgia,40516,62626,0.054967104,0.646951745,1,Franklin,1
1852,DEM,Franklin,Illinois,80378,154974,0.032953272,0.518654742,1,Franklin,1
1852,DEM,Franklin,Indiana,95340,183170,0.087573855,0.520500082,1,Franklin,1
1852,DEM,Franklin,Iowa,17763,35364,0.029854652,0.502290465,1,Franklin,1
1852,DEM,Franklin,Kentucky,53949,111643,0.106722557,0.483227789,0,Franklin,0
1852,DEM,Franklin,Louisian,18647,35902,0.040056098,0.519386107,1,Franklin,1
1852,DEM,Franklin,Maine,41609,82182,0.215575742,0.506303083,1,Franklin,1
1852,DEM,Franklin,Maryland,40022,75120,0.067284275,0.532774228,1,Franklin,1
1852,DEM,Franklin,Massachu,44569,127103,0.054206375,0.35065262,0,Franklin,0
1852,DEM,Franklin,Michigan,41842,82939,0.025893337,0.504491253,1,Franklin,1
1852,DEM,Franklin,Mississi,26896,44454,0.108650702,0.605029919,1,Franklin,1
1852,DEM,Franklin,Missouri,38817,68801,0.037846853,0.564192381,1,Franklin,1
1852,DEM,Franklin,NewHamps,28503,50535,0.175412107,0.564024933,1,Franklin,1
1852,DEM,Franklin,NewJerse,44305,83220,0.029233131,0.532384042,1,Franklin,1
1852,DEM,Franklin,NewYork,262083,522294,0.07288486,0.501792094,1,Franklin,1
1852,DEM,Franklin,NorthCar,39788,78891,0.055362766,0.504341433,1,Franklin,1
1852,DEM,Franklin,Ohio,168933,353188,0.088982252,0.478309003,1,Franklin,1
1852,DEM,Franklin,Pennsylv,198562,387839,0.080419641,0.511970173,1,Franklin,1
1852,DEM,Franklin,RhodeIsl,8735,17005,0.043592393,0.513672449,1,Franklin,1
1852,DEM,Franklin,Tennesse,56900,115486,0.100954066,0.492700414,0,Franklin,0
1852,DEM,Franklin,Texas,13552,18547,0.007060653,0.730684208,1,Franklin,1
1852,DEM,Franklin,Vermont,13044,43890,0.269116863,0.297197539,0,Franklin,0
1852,DEM,Franklin,Virginia,73872,132604,0.127226517,0.557087267,1,Franklin,1
1852,DEM,Franklin,Wisconsi,33658,64682,0.038232313,0.520361152,1,Franklin,1
1856,DEM,JamesBuc,Alabama,46739,75291,0.109146339,0.620778048,1,JamesBuc,1
1856,DEM,JamesBuc,Arkansas,21910,32642,0.058244978,0.671221126,1,JamesBuc,1
1856,DEM,JamesBuc,Californ,53342,110255,0.015622197,0.483805723,1,JamesBuc,1
1856,REP,JohnFrem,Californ,20704,110255,0.015622197,0.187782867,0,JamesBuc,
1856,DEM,JamesBuc,Connecti,34997,80329,0.065920278,0.435670804,0,JamesBuc,0
1856,REP,JohnFrem,Connecti,42717,80329,0.065920278,0.531775573,1,JamesBuc,
1856,DEM,JamesBuc,Delaware,8004,14598,0.072511425,0.548294287,1,JamesBuc,1
1856,REP,JohnFrem,Delaware,310,14598,0.072511425,0.021235786,0,JamesBuc,
1856,DEM,JamesBuc,Florida,6358,11191,0.006034573,0.568135109,1,JamesBuc,1
1856,DEM,JamesBuc,Georgia,56581,99020,0.086910271,0.571409816,1,JamesBuc,1
1856,DEM,JamesBuc,Illinois,105528,239334,0.050891366,0.440923563,1,JamesBuc,1
1856,REP,JohnFrem,Illinois,96275,239334,0.050891366,0.402262111,0,JamesBuc,
1856,DEM,JamesBuc,Indiana,118670,235431,0.112559918,0.504054266,1,JamesBuc,1
1856,REP,JohnFrem,Indiana,94375,235431,0.112559918,0.400860549,0,JamesBuc,
1856,DEM,JamesBuc,Iowa,37568,92310,0.077929051,0.406976492,0,JamesBuc,0
1856,REP,JohnFrem,Iowa,45073,92310,0.077929051,0.488278626,1,JamesBuc,
1856,DEM,JamesBuc,Kentucky,74642,142058,0.135797076,0.525433274,1,JamesBuc,1
1856,DEM,JamesBuc,Louisian,22164,42873,0.047833688,0.516968722,1,JamesBuc,1
1856,DEM,JamesBuc,Maine,39140,109689,0.287730739,0.356827029,0,JamesBuc,0
1856,REP,JohnFrem,Maine,67279,109689,0.287730739,0.613361413,1,JamesBuc,
1856,DEM,JamesBuc,Maryland,39123,86860,0.077799682,0.45041446,0,JamesBuc,0
1856,REP,JohnFrem,Maryland,285,86860,0.077799682,0.003281142,0,JamesBuc,
1856,DEM,JamesBuc,Massachu,39244,170048,0.072521386,0.230781897,0,JamesBuc,0
1856,REP,JohnFrem,Massachu,108172,170048,0.072521386,0.63612627,1,JamesBuc,
1856,DEM,JamesBuc,Michigan,52139,125561,0.039199813,0.415248365,0,JamesBuc,0
1856,REP,JohnFrem,Michigan,71762,125561,0.039199813,0.571530969,1,JamesBuc,
1856,DEM,JamesBuc,Mississi,35456,59647,0.145784146,0.594430567,1,JamesBuc,1
1856,DEM,JamesBuc,Missouri,57964,106486,0.058577056,0.544334467,1,JamesBuc,1
1856,DEM,JamesBuc,NewHamps,31891,69774,0.242192625,0.45706137,0,JamesBuc,0
1856,REP,JohnFrem,NewHamps,37473,69774,0.242192625,0.537062516,1,JamesBuc,
1856,DEM,JamesBuc,NewJerse,46943,99396,0.03491536,0.472282587,1,JamesBuc,1
1856,REP,JohnFrem,NewJerse,28338,99396,0.03491536,0.285102016,0,JamesBuc,
1856,DEM,JamesBuc,NewYork,195878,596486,0.083238174,0.328386584,0,JamesBuc,0
1856,REP,JohnFrem,NewYork,276004,596486,0.083238174,0.462716644,1,JamesBuc,
1856,DEM,JamesBuc,NorthCar,48243,84963,0.059623869,0.567811871,1,JamesBuc,1
1856,DEM,JamesBuc,Ohio,170874,386497,0.097374128,0.442109512,0,JamesBuc,0
1856,REP,JohnFrem,Ohio,187497,386497,0.097374128,0.485118901,1,JamesBuc,
1856,DEM,JamesBuc,Pennsylv,230686,460161,0.095415836,0.501315844,1,JamesBuc,1
1856,REP,JohnFrem,Pennsylv,147286,460161,0.095415836,0.32007493,0,JamesBuc,
1856,DEM,JamesBuc,RhodeIsl,6680,19822,0.050813785,0.336999294,0,JamesBuc,0
1856,REP,JohnFrem,RhodeIsl,11467,19822,0.050813785,0.578498638,1,JamesBuc,
1856,DEM,JamesBuc,Tennesse,69704,133582,0.116772995,0.52180683,1,JamesBuc,1
1856,DEM,JamesBuc,Texas,31169,46808,0.017819325,0.665890446,1,JamesBuc,1
1856,DEM,JamesBuc,Vermont,10577,50748,0.311167522,0.208422007,0,JamesBuc,0
1856,REP,JohnFrem,Vermont,39561,50748,0.311167522,0.779557815,1,JamesBuc,
1856,DEM,JamesBuc,Virginia,90083,150233,0.144140609,0.599621921,1,JamesBuc,1
1856,DEM,JamesBuc,Wisconsi,52843,119512,0.070641294,0.442156436,0,JamesBuc,0
1856,REP,JohnFrem,Wisconsi,66090,119512,0.070641294,0.552998862,1,JamesBuc,
1860,DEM,StephenD,Alabama,13618,90122,0.130646244,0.151106278,0,AbrahamL,
1860,DEM,StephenD,Arkansas,5357,54152,0.096626495,0.098925248,0,AbrahamL,
1860,DEM,StephenD,Californ,37999,119827,0.016978468,0.317115508,0,AbrahamL,
1860,REP,AbrahamL,Californ,38733,119827,0.016978468,0.323241006,1,AbrahamL,1
1860,DEM,StephenD,Connecti,17364,80745,0.066261659,0.215047371,0,AbrahamL,
1860,REP,AbrahamL,Connecti,43486,80745,0.066261659,0.538559663,1,AbrahamL,1
1860,DEM,StephenD,Delaware,1066,16115,0.080046692,0.06614955,0,AbrahamL,
1860,REP,AbrahamL,Delaware,3822,16115,0.080046692,0.237170338,0,AbrahamL,0
1860,DEM,StephenD,Florida,223,13301,0.007172357,0.016765657,0,AbrahamL,
1860,DEM,StephenD,Georgia,11581,106717,0.09366596,0.108520667,0,AbrahamL,
1860,DEM,StephenD,Illinois,160215,339666,0.072225704,0.471683948,0,AbrahamL,
1860,REP,AbrahamL,Illinois,172171,339666,0.072225704,0.506883232,1,AbrahamL,1
1860,DEM,StephenD,Indiana,115509,272143,0.130111981,0.424442297,0,AbrahamL,
1860,REP,AbrahamL,Indiana,139033,272143,0.130111981,0.510882147,1,AbrahamL,1
1860,DEM,StephenD,Iowa,55639,128739,0.108682787,0.432184497,0,AbrahamL,
1860,REP,AbrahamL,Iowa,70302,128739,0.108682787,0.546081607,1,AbrahamL,1
1860,DEM,StephenD,Kentucky,25651,146216,0.13977182,0.175432237,0,AbrahamL,
1860,REP,AbrahamL,Kentucky,1364,146216,0.13977182,0.009328664,0,AbrahamL,0
1860,DEM,StephenD,Louisian,7625,50510,0.05635434,0.150960206,0,AbrahamL,
1860,DEM,StephenD,Maine,29693,100918,0.264723087,0.294228978,0,AbrahamL,
1860,REP,AbrahamL,Maine,62811,100918,0.264723087,0.622396401,1,AbrahamL,1
1860,DEM,StephenD,Maryland,5966,92502,0.082853169,0.064495903,0,AbrahamL,
1860,REP,AbrahamL,Maryland,2294,92502,0.082853169,0.024799464,0,AbrahamL,0
1860,DEM,StephenD,Massachu,34370,169876,0.072448032,0.202324048,0,AbrahamL,
1860,REP,AbrahamL,Massachu,106684,169876,0.072448032,0.62801102,1,AbrahamL,1
1860,DEM,StephenD,Michigan,64889,154549,0.04824979,0.419860368,0,AbrahamL,
1860,REP,AbrahamL,Michigan,88450,154549,0.04824979,0.5723104,1,AbrahamL,1
1860,DEM,StephenD,Minnesot,11920,34737,0.022346638,0.343149955,0,AbrahamL,
1860,REP,AbrahamL,Minnesot,22069,34737,0.022346638,0.635316809,1,AbrahamL,1
1860,DEM,StephenD,Mississi,3282,69095,0.168876147,0.047499819,0,AbrahamL,
1860,DEM,StephenD,Missouri,58801,165563,0.091074819,0.355157855,1,AbrahamL,
1860,REP,AbrahamL,Missouri,17028,165563,0.091074819,0.102849067,0,AbrahamL,0
1860,DEM,StephenD,NewHamps,25887,65943,0.228894836,0.392566307,0,AbrahamL,
1860,REP,AbrahamL,NewHamps,37519,65943,0.228894836,0.568961072,1,AbrahamL,1
1860,DEM,StephenD,NewJerse,62869,121215,0.042579836,0.518656932,1,AbrahamL,
1860,REP,AbrahamL,NewJerse,58346,121215,0.042579836,0.481343068,0,AbrahamL,0
1860,DEM,StephenD,NewYork,312510,675156,0.094216381,0.462870803,0,AbrahamL,
1860,REP,AbrahamL,NewYork,362646,675156,0.094216381,0.537129197,1,AbrahamL,1
1860,DEM,StephenD,NorthCar,2737,96712,0.06786888,0.028300521,0,AbrahamL,
1860,DEM,StephenD,Ohio,187421,432862,0.109055335,0.43298095,0,AbrahamL,
1860,REP,AbrahamL,Ohio,221809,432862,0.109055335,0.512424283,1,AbrahamL,1
1860,DEM,StephenD,Oregon,4131,14761,0.018772614,0.279859088,0,AbrahamL,
1860,REP,AbrahamL,Oregon,5344,14761,0.018772614,0.362035093,1,AbrahamL,1
1860,DEM,StephenD,Pennsylv,16765,476442,0.098791753,0.035187914,0,AbrahamL,
1860,REP,AbrahamL,Pennsylv,268030,476442,0.098791753,0.562565853,1,AbrahamL,1
1860,DEM,StephenD,RhodeIsl,7707,19951,0.051144477,0.386296426,0,AbrahamL,
1860,REP,AbrahamL,RhodeIsl,12244,19951,0.051144477,0.613703574,1,AbrahamL,1
1860,DEM,StephenD,Tennesse,11281,146106,0.127721064,0.077211066,0,AbrahamL,
1860,DEM,StephenD,Vermont,8649,44566,0.273261839,0.194071714,0,AbrahamL,
1860,REP,AbrahamL,Vermont,33808,44566,0.273261839,0.758605215,1,AbrahamL,1
1860,DEM,StephenD,Virginia,16198,166891,0.160123078,0.097057361,0,AbrahamL,
1860,REP,AbrahamL,Virginia,1887,166891,0.160123078,0.011306781,0,AbrahamL,0
1860,DEM,StephenD,Wisconsi,65021,152183,0.089952507,0.427255344,0,AbrahamL,
1860,REP,AbrahamL,Wisconsi,86113,152183,0.089952507,0.565851639,1,AbrahamL,1
1864,DEM,GeorgeMc,Californ,43837,105890,0.015003714,0.413986212,0,AbrahamL,
1864,REP,AbrahamL,Californ,62053,105890,0.015003714,0.586013788,1,AbrahamL,1
1864,DEM,GeorgeMc,Connecti,42288,86981,0.071379099,0.486175142,0,AbrahamL,
1864,REP,AbrahamL,Connecti,44693,86981,0.071379099,0.513824858,1,AbrahamL,1
1864,DEM,GeorgeMc,Delaware,8767,16922,0.084055235,0.518082969,1,AbrahamL,
1864,REP,AbrahamL,Delaware,8155,16922,0.084055235,0.481917031,0,AbrahamL,0
1864,DEM,GeorgeMc,Illinois,158724,348236,0.074048006,0.455794346,0,AbrahamL,
1864,REP,AbrahamL,Illinois,189512,348236,0.074048006,0.544205654,1,AbrahamL,1
1864,DEM,GeorgeMc,Indiana,130233,280655,0.134181581,0.464032353,0,AbrahamL,
1864,REP,AbrahamL,Indiana,150422,280655,0.134181581,0.535967647,1,AbrahamL,1
1864,DEM,GeorgeMc,Iowa,49525,138025,0.116522124,0.35881181,0,AbrahamL,
1864,REP,AbrahamL,Iowa,88500,138025,0.116522124,0.641188191,1,AbrahamL,1
1864,DEM,GeorgeMc,Kansas,3836,21580,0.025154418,0.177757183,0,AbrahamL,
1864,REP,AbrahamL,Kansas,17089,21580,0.025154418,0.79189064,1,AbrahamL,1
1864,DEM,GeorgeMc,Kentucky,64301,92088,0.088029404,0.698256016,1,AbrahamL,
1864,REP,AbrahamL,Kentucky,27787,92088,0.088029404,0.301743984,0,AbrahamL,0
1864,DEM,GeorgeMc,Maine,46992,114797,0.301129791,0.409348676,0,AbrahamL,
1864,REP,AbrahamL,Maine,67805,114797,0.301129791,0.590651324,1,AbrahamL,1
